state,county,year,party,candidate,votes,pct 
ia,Carroll,2016,GOP,Donald Trump,"6,627",63.5%
ia,Carroll,2016,DEM,Hillary Clinton,"3,305",31.7%
ia,Carroll,2016,LIB,Gary Johnson,317,3.0%
ia,Carroll,2016,OTH, Other,74,0.7%
ia,Carroll,2016,GRN,Jill Stein,58,0.6%
ia,Carroll,2016,PEC,Evan McMullin,54,0.5%
ia,Cass,2016,GOP,Donald Trump,"4,755",67.4%
ia,Cass,2016,DEM,Hillary Clinton,"1,946",27.6%
ia,Cass,2016,LIB,Gary Johnson,206,2.9%
ia,Cass,2016,GRN,Jill Stein,52,0.7%
ia,Cass,2016,PEC,Evan McMullin,50,0.7%
ia,Cass,2016,OTH, Other,46,0.7%
ia,Cedar,2016,GOP,Donald Trump,"5,275",56.2%
ia,Cedar,2016,DEM,Hillary Clinton,"3,578",38.1%
ia,Cedar,2016,LIB,Gary Johnson,362,3.9%
ia,Cedar,2016,GRN,Jill Stein,70,0.7%
ia,Cedar,2016,OTH, Other,63,0.7%
ia,Cedar,2016,PEC,Evan McMullin,38,0.4%
ia,Cerro Gordo,2016,GOP,Donald Trump,"11,583",51.2%
ia,Cerro Gordo,2016,DEM,Hillary Clinton,"9,840",43.5%
ia,Cerro Gordo,2016,LIB,Gary Johnson,843,3.7%
ia,Cerro Gordo,2016,PEC,Evan McMullin,141,0.6%
ia,Cerro Gordo,2016,GRN,Jill Stein,128,0.6%
ia,Cerro Gordo,2016,OTH, Other,98,0.4%
ia,Cherokee,2016,GOP,Donald Trump,"4,188",67.7%
ia,Cherokee,2016,DEM,Hillary Clinton,"1,676",27.1%
ia,Cherokee,2016,LIB,Gary Johnson,206,3.3%
ia,Cherokee,2016,OTH, Other,46,0.7%
ia,Cherokee,2016,PEC,Evan McMullin,41,0.7%
ia,Cherokee,2016,GRN,Jill Stein,29,0.5%
ia,Chickasaw,2016,GOP,Donald Trump,"3,739",58.7%
ia,Chickasaw,2016,DEM,Hillary Clinton,"2,264",35.6%
ia,Chickasaw,2016,LIB,Gary Johnson,236,3.7%
ia,Chickasaw,2016,OTH, Other,52,0.8%
ia,Chickasaw,2016,GRN,Jill Stein,48,0.8%
ia,Chickasaw,2016,PEC,Evan McMullin,28,0.4%
ia,Clarke,2016,GOP,Donald Trump,"2,706",61.4%
ia,Clarke,2016,DEM,Hillary Clinton,"1,463",33.2%
ia,Clarke,2016,LIB,Gary Johnson,159,3.6%
ia,Clarke,2016,OTH, Other,39,0.9%
ia,Clarke,2016,PEC,Evan McMullin,20,0.5%
ia,Clarke,2016,GRN,Jill Stein,18,0.4%
ia,Clay,2016,GOP,Donald Trump,"5,870",68.7%
ia,Clay,2016,DEM,Hillary Clinton,"2,246",26.3%
ia,Clay,2016,LIB,Gary Johnson,286,3.3%
ia,Clay,2016,PEC,Evan McMullin,58,0.7%
ia,Clay,2016,OTH, Other,47,0.6%
ia,Clay,2016,GRN,Jill Stein,35,0.4%
ia,Clayton,2016,GOP,Donald Trump,"5,309",58.4%
ia,Clayton,2016,DEM,Hillary Clinton,"3,236",35.6%
ia,Clayton,2016,LIB,Gary Johnson,384,4.2%
ia,Clayton,2016,OTH, Other,72,0.8%
ia,Clayton,2016,GRN,Jill Stein,50,0.5%
ia,Clayton,2016,PEC,Evan McMullin,47,0.5%
ia,Clinton,2016,GOP,Donald Trump,"11,249",49.5%
ia,Clinton,2016,DEM,Hillary Clinton,"10,079",44.3%
ia,Clinton,2016,LIB,Gary Johnson,819,3.6%
ia,Clinton,2016,OTH, Other,284,1.2%
ia,Clinton,2016,GRN,Jill Stein,183,0.8%
ia,Clinton,2016,PEC,Evan McMullin,134,0.6%
ia,Crawford,2016,GOP,Donald Trump,"4,608",67.2%
ia,Crawford,2016,DEM,Hillary Clinton,"1,985",28.9%
ia,Crawford,2016,LIB,Gary Johnson,172,2.5%
ia,Crawford,2016,OTH, Other,46,0.7%
ia,Crawford,2016,GRN,Jill Stein,33,0.5%
ia,Crawford,2016,PEC,Evan McMullin,18,0.3%
ia,Dallas,2016,GOP,Donald Trump,"19,288",51.3%
ia,Dallas,2016,DEM,Hillary Clinton,"15,662",41.6%
ia,Dallas,2016,LIB,Gary Johnson,"1,749",4.6%
ia,Dallas,2016,PEC,Evan McMullin,518,1.4%
ia,Dallas,2016,OTH, Other,219,0.6%
ia,Dallas,2016,GRN,Jill Stein,181,0.5%
ia,Davis,2016,GOP,Donald Trump,"2,721",70.5%
ia,Davis,2016,DEM,Hillary Clinton,976,25.3%
ia,Davis,2016,LIB,Gary Johnson,85,2.2%
ia,Davis,2016,OTH, Other,31,0.8%
ia,Davis,2016,GRN,Jill Stein,25,0.6%
ia,Davis,2016,PEC,Evan McMullin,20,0.5%
ia,Decatur,2016,GOP,Donald Trump,"2,296",62.0%
ia,Decatur,2016,DEM,Hillary Clinton,"1,201",32.4%
ia,Decatur,2016,LIB,Gary Johnson,123,3.3%
ia,Decatur,2016,OTH, Other,34,0.9%
ia,Decatur,2016,GRN,Jill Stein,29,0.8%
ia,Decatur,2016,PEC,Evan McMullin,20,0.5%
ia,Delaware,2016,GOP,Donald Trump,"5,688",62.1%
ia,Delaware,2016,DEM,Hillary Clinton,"2,956",32.3%
ia,Delaware,2016,LIB,Gary Johnson,337,3.7%
ia,Delaware,2016,OTH, Other,97,1.1%
ia,Delaware,2016,PEC,Evan McMullin,47,0.5%
ia,Delaware,2016,GRN,Jill Stein,40,0.4%
ia,Des Moines,2016,GOP,Donald Trump,"9,479",50.7%
ia,Des Moines,2016,DEM,Hillary Clinton,"8,178",43.7%
ia,Des Moines,2016,LIB,Gary Johnson,633,3.4%
ia,Des Moines,2016,OTH, Other,161,0.9%
ia,Des Moines,2016,GRN,Jill Stein,132,0.7%
ia,Des Moines,2016,PEC,Evan McMullin,130,0.7%
ia,Dickinson,2016,GOP,Donald Trump,"6,743",65.8%
ia,Dickinson,2016,DEM,Hillary Clinton,"3,051",29.8%
ia,Dickinson,2016,LIB,Gary Johnson,291,2.8%
ia,Dickinson,2016,OTH, Other,59,0.6%
ia,Dickinson,2016,GRN,Jill Stein,54,0.5%
ia,Dickinson,2016,PEC,Evan McMullin,49,0.5%
ia,Dubuque,2016,GOP,Donald Trump,"23,384",47.7%
ia,Dubuque,2016,DEM,Hillary Clinton,"22,774",46.4%
ia,Dubuque,2016,OTH, Other,"2,115",4.3%
ia,Dubuque,2016,LIB,Gary Johnson,374,0.8%
ia,Dubuque,2016,PEC,Evan McMullin,303,0.6%
ia,Dubuque,2016,GRN,Jill Stein,87,0.2%
ia,Emmet,2016,GOP,Donald Trump,"3,121",66.3%
ia,Emmet,2016,DEM,Hillary Clinton,"1,356",28.8%
ia,Emmet,2016,LIB,Gary Johnson,138,2.9%
ia,Emmet,2016,OTH, Other,50,1.1%
ia,Emmet,2016,GRN,Jill Stein,26,0.6%
ia,Emmet,2016,PEC,Evan McMullin,16,0.3%
ia,Fayette,2016,GOP,Donald Trump,"5,591",57.0%
ia,Fayette,2016,DEM,Hillary Clinton,"3,666",37.4%
ia,Fayette,2016,LIB,Gary Johnson,326,3.3%
ia,Fayette,2016,OTH, Other,103,1.0%
ia,Fayette,2016,PEC,Evan McMullin,65,0.7%
ia,Fayette,2016,GRN,Jill Stein,62,0.6%
ia,Floyd,2016,GOP,Donald Trump,"4,371",54.7%
ia,Floyd,2016,DEM,Hillary Clinton,"3,177",39.8%
ia,Floyd,2016,LIB,Gary Johnson,241,3.0%
ia,Floyd,2016,OTH, Other,73,0.9%
ia,Floyd,2016,PEC,Evan McMullin,63,0.8%
ia,Floyd,2016,GRN,Jill Stein,60,0.8%
ia,Franklin,2016,GOP,Donald Trump,"3,153",64.2%
ia,Franklin,2016,DEM,Hillary Clinton,"1,490",30.3%
ia,Franklin,2016,LIB,Gary Johnson,187,3.8%
ia,Franklin,2016,GRN,Jill Stein,31,0.6%
ia,Franklin,2016,OTH, Other,27,0.5%
ia,Franklin,2016,PEC,Evan McMullin,27,0.5%
ia,Fremont,2016,GOP,Donald Trump,"2,401",67.6%
ia,Fremont,2016,DEM,Hillary Clinton,959,27.0%
ia,Fremont,2016,LIB,Gary Johnson,115,3.2%
ia,Fremont,2016,OTH, Other,39,1.1%
ia,Fremont,2016,GRN,Jill Stein,21,0.6%
ia,Fremont,2016,PEC,Evan McMullin,19,0.5%
ia,Greene,2016,GOP,Donald Trump,"2,819",59.2%
ia,Greene,2016,DEM,Hillary Clinton,"1,688",35.4%
ia,Greene,2016,LIB,Gary Johnson,160,3.4%
ia,Greene,2016,OTH, Other,35,0.7%
ia,Greene,2016,GRN,Jill Stein,31,0.7%
ia,Greene,2016,PEC,Evan McMullin,29,0.6%
ia,Grundy,2016,GOP,Donald Trump,"4,516",66.7%
ia,Grundy,2016,DEM,Hillary Clinton,"1,847",27.3%
ia,Grundy,2016,LIB,Gary Johnson,233,3.4%
ia,Grundy,2016,OTH, Other,74,1.1%
ia,Grundy,2016,PEC,Evan McMullin,58,0.9%
ia,Grundy,2016,GRN,Jill Stein,38,0.6%
ia,Guthrie,2016,GOP,Donald Trump,"3,603",63.7%
ia,Guthrie,2016,DEM,Hillary Clinton,"1,720",30.4%
ia,Guthrie,2016,LIB,Gary Johnson,256,4.5%
ia,Guthrie,2016,OTH, Other,42,0.7%
ia,Guthrie,2016,GRN,Jill Stein,18,0.3%
ia,Guthrie,2016,PEC,Evan McMullin,15,0.3%
ia,Hamilton,2016,GOP,Donald Trump,"4,450",58.6%
ia,Hamilton,2016,DEM,Hillary Clinton,"2,715",35.8%
ia,Hamilton,2016,LIB,Gary Johnson,259,3.4%
ia,Hamilton,2016,OTH, Other,67,0.9%
ia,Hamilton,2016,PEC,Evan McMullin,67,0.9%
ia,Hamilton,2016,GRN,Jill Stein,31,0.4%
ia,Hancock,2016,GOP,Donald Trump,"3,972",68.3%
ia,Hancock,2016,DEM,Hillary Clinton,"1,582",27.2%
ia,Hancock,2016,LIB,Gary Johnson,165,2.8%
ia,Hancock,2016,OTH, Other,45,0.8%
ia,Hancock,2016,PEC,Evan McMullin,29,0.5%
ia,Hancock,2016,GRN,Jill Stein,22,0.4%
ia,Hardin,2016,GOP,Donald Trump,"5,231",62.1%
ia,Hardin,2016,DEM,Hillary Clinton,"2,774",32.9%
ia,Hardin,2016,LIB,Gary Johnson,294,3.5%
ia,Hardin,2016,PEC,Evan McMullin,68,0.8%
ia,Hardin,2016,GRN,Jill Stein,28,0.3%
ia,Hardin,2016,OTH, Other,28,0.3%
ia,Harrison,2016,GOP,Donald Trump,"4,892",66.3%
ia,Harrison,2016,DEM,Hillary Clinton,"2,123",28.8%
ia,Harrison,2016,LIB,Gary Johnson,209,2.8%
ia,Harrison,2016,OTH, Other,65,0.9%
ia,Harrison,2016,GRN,Jill Stein,50,0.7%
ia,Harrison,2016,PEC,Evan McMullin,39,0.5%
ia,Henry,2016,GOP,Donald Trump,"5,764",62.1%
ia,Henry,2016,DEM,Hillary Clinton,"2,897",31.2%
ia,Henry,2016,LIB,Gary Johnson,336,3.6%
ia,Henry,2016,GRN,Jill Stein,113,1.2%
ia,Henry,2016,PEC,Evan McMullin,99,1.1%
ia,Henry,2016,OTH, Other,77,0.8%
ia,Howard,2016,GOP,Donald Trump,"2,611",57.9%
ia,Howard,2016,DEM,Hillary Clinton,"1,674",37.1%
ia,Howard,2016,LIB,Gary Johnson,130,2.9%
ia,Howard,2016,OTH, Other,40,0.9%
ia,Howard,2016,GRN,Jill Stein,38,0.8%
ia,Howard,2016,PEC,Evan McMullin,14,0.3%
ia,Humboldt,2016,GOP,Donald Trump,"3,564",70.8%
ia,Humboldt,2016,DEM,Hillary Clinton,"1,251",24.9%
ia,Humboldt,2016,LIB,Gary Johnson,127,2.5%
ia,Humboldt,2016,PEC,Evan McMullin,40,0.8%
ia,Humboldt,2016,OTH, Other,31,0.6%
ia,Humboldt,2016,GRN,Jill Stein,20,0.4%
ia,Ida,2016,GOP,Donald Trump,"2,655",74.0%
ia,Ida,2016,DEM,Hillary Clinton,792,22.1%
ia,Ida,2016,LIB,Gary Johnson,103,2.9%
ia,Ida,2016,OTH, Other,16,0.4%
ia,Ida,2016,PEC,Evan McMullin,15,0.4%
ia,Ida,2016,GRN,Jill Stein,9,0.3%
ia,Iowa,2016,GOP,Donald Trump,"5,193",59.1%
ia,Iowa,2016,DEM,Hillary Clinton,"3,070",34.9%
ia,Iowa,2016,LIB,Gary Johnson,315,3.6%
ia,Iowa,2016,OTH, Other,96,1.1%
ia,Iowa,2016,GRN,Jill Stein,61,0.7%
ia,Iowa,2016,PEC,Evan McMullin,54,0.6%
ia,Jackson,2016,GOP,Donald Trump,"5,821",57.0%
ia,Jackson,2016,DEM,Hillary Clinton,"3,837",37.6%
ia,Jackson,2016,LIB,Gary Johnson,318,3.1%
ia,Jackson,2016,OTH, Other,88,0.9%
ia,Jackson,2016,GRN,Jill Stein,85,0.8%
ia,Jackson,2016,PEC,Evan McMullin,55,0.5%
ia,Jasper,2016,GOP,Donald Trump,"10,556",56.2%
ia,Jasper,2016,DEM,Hillary Clinton,"7,108",37.9%
ia,Jasper,2016,LIB,Gary Johnson,715,3.8%
ia,Jasper,2016,OTH, Other,211,1.1%
ia,Jasper,2016,GRN,Jill Stein,95,0.5%
ia,Jasper,2016,PEC,Evan McMullin,91,0.5%
ia,Jefferson,2016,GOP,Donald Trump,"3,738",46.7%
ia,Jefferson,2016,DEM,Hillary Clinton,"3,702",46.3%
ia,Jefferson,2016,GRN,Jill Stein,255,3.2%
ia,Jefferson,2016,LIB,Gary Johnson,246,3.1%
ia,Jefferson,2016,OTH, Other,35,0.4%
ia,Jefferson,2016,PEC,Evan McMullin,25,0.3%
ia,Johnson,2016,DEM,Hillary Clinton,"49,942",66.0%
ia,Johnson,2016,GOP,Donald Trump,"20,993",27.8%
ia,Johnson,2016,LIB,Gary Johnson,"2,743",3.6%
ia,Johnson,2016,GRN,Jill Stein,874,1.2%
ia,Johnson,2016,PEC,Evan McMullin,711,0.9%
ia,Johnson,2016,OTH, Other,374,0.5%
ia,Jones,2016,GOP,Donald Trump,"5,718",57.1%
ia,Jones,2016,DEM,Hillary Clinton,"3,779",37.7%
ia,Jones,2016,LIB,Gary Johnson,305,3.0%
ia,Jones,2016,OTH, Other,98,1.0%
ia,Jones,2016,GRN,Jill Stein,62,0.6%
ia,Jones,2016,PEC,Evan McMullin,49,0.5%
ia,Keokuk,2016,GOP,Donald Trump,"3,385",69.7%
ia,Keokuk,2016,DEM,Hillary Clinton,"1,265",26.0%
ia,Keokuk,2016,LIB,Gary Johnson,139,2.9%
ia,Keokuk,2016,GRN,Jill Stein,28,0.6%
ia,Keokuk,2016,OTH, Other,26,0.5%
ia,Keokuk,2016,PEC,Evan McMullin,15,0.3%
ia,Kossuth,2016,GOP,Donald Trump,"5,637",66.3%
ia,Kossuth,2016,DEM,Hillary Clinton,"2,529",29.7%
ia,Kossuth,2016,LIB,Gary Johnson,193,2.3%
ia,Kossuth,2016,OTH, Other,77,0.9%
ia,Kossuth,2016,PEC,Evan McMullin,36,0.4%
ia,Kossuth,2016,GRN,Jill Stein,33,0.4%
ia,Lee,2016,GOP,Donald Trump,"8,762",55.1%
ia,Lee,2016,DEM,Hillary Clinton,"6,195",39.0%
ia,Lee,2016,LIB,Gary Johnson,502,3.2%
ia,Lee,2016,OTH, Other,205,1.3%
ia,Lee,2016,GRN,Jill Stein,145,0.9%
ia,Lee,2016,PEC,Evan McMullin,84,0.5%
ia,Linn,2016,DEM,Hillary Clinton,"58,481",51.0%
ia,Linn,2016,GOP,Donald Trump,"48,183",42.0%
ia,Linn,2016,LIB,Gary Johnson,"5,510",4.8%
ia,Linn,2016,GRN,Jill Stein,994,0.9%
ia,Linn,2016,PEC,Evan McMullin,922,0.8%
ia,Linn,2016,OTH, Other,574,0.5%
ia,Louisa,2016,GOP,Donald Trump,"3,060",61.9%
ia,Louisa,2016,DEM,Hillary Clinton,"1,643",33.2%
ia,Louisa,2016,LIB,Gary Johnson,134,2.7%
ia,Louisa,2016,OTH, Other,39,0.8%
ia,Louisa,2016,PEC,Evan McMullin,39,0.8%
ia,Louisa,2016,GRN,Jill Stein,28,0.6%
ia,Lucas,2016,GOP,Donald Trump,"2,873",66.9%
ia,Lucas,2016,DEM,Hillary Clinton,"1,236",28.8%
ia,Lucas,2016,LIB,Gary Johnson,115,2.7%
ia,Lucas,2016,OTH, Other,29,0.7%
ia,Lucas,2016,GRN,Jill Stein,28,0.7%
ia,Lucas,2016,PEC,Evan McMullin,16,0.4%
ia,Lyon,2016,GOP,Donald Trump,"5,188",81.9%
ia,Lyon,2016,DEM,Hillary Clinton,917,14.5%
ia,Lyon,2016,LIB,Gary Johnson,137,2.2%
ia,Lyon,2016,OTH, Other,43,0.7%
ia,Lyon,2016,PEC,Evan McMullin,33,0.5%
ia,Lyon,2016,GRN,Jill Stein,18,0.3%
ia,Madison,2016,GOP,Donald Trump,"5,336",62.6%
ia,Madison,2016,DEM,Hillary Clinton,"2,666",31.3%
ia,Madison,2016,LIB,Gary Johnson,344,4.0%
ia,Madison,2016,PEC,Evan McMullin,81,1.0%
ia,Madison,2016,OTH, Other,55,0.6%
ia,Madison,2016,GRN,Jill Stein,41,0.5%
ia,Mahaska,2016,GOP,Donald Trump,"7,404",70.6%
ia,Mahaska,2016,DEM,Hillary Clinton,"2,606",24.8%
ia,Mahaska,2016,LIB,Gary Johnson,316,3.0%
ia,Mahaska,2016,PEC,Evan McMullin,73,0.7%
ia,Mahaska,2016,OTH, Other,57,0.5%
ia,Mahaska,2016,GRN,Jill Stein,38,0.4%
ia,Marion,2016,GOP,Donald Trump,"10,940",62.3%
ia,Marion,2016,DEM,Hillary Clinton,"5,469",31.2%
ia,Marion,2016,LIB,Gary Johnson,703,4.0%
ia,Marion,2016,PEC,Evan McMullin,203,1.2%
ia,Marion,2016,OTH, Other,166,0.9%
ia,Marion,2016,GRN,Jill Stein,73,0.4%
ia,Marshall,2016,GOP,Donald Trump,"9,125",51.6%
ia,Marshall,2016,DEM,Hillary Clinton,"7,623",43.1%
ia,Marshall,2016,LIB,Gary Johnson,576,3.3%
ia,Marshall,2016,OTH, Other,155,0.9%
ia,Marshall,2016,GRN,Jill Stein,117,0.7%
ia,Marshall,2016,PEC,Evan McMullin,104,0.6%
ia,Mills,2016,GOP,Donald Trump,"5,050",66.4%
ia,Mills,2016,DEM,Hillary Clinton,"2,080",27.3%
ia,Mills,2016,LIB,Gary Johnson,303,4.0%
ia,Mills,2016,PEC,Evan McMullin,76,1.0%
ia,Mills,2016,GRN,Jill Stein,56,0.7%
ia,Mills,2016,OTH, Other,43,0.6%
ia,Mitchell,2016,GOP,Donald Trump,"3,180",59.3%
ia,Mitchell,2016,DEM,Hillary Clinton,"1,879",35.1%
ia,Mitchell,2016,LIB,Gary Johnson,209,3.9%
ia,Mitchell,2016,OTH, Other,40,0.7%
ia,Mitchell,2016,GRN,Jill Stein,28,0.5%
ia,Mitchell,2016,PEC,Evan McMullin,24,0.4%
ia,Monona,2016,GOP,Donald Trump,"3,115",68.8%
ia,Monona,2016,DEM,Hillary Clinton,"1,244",27.5%
ia,Monona,2016,LIB,Gary Johnson,112,2.5%
ia,Monona,2016,GRN,Jill Stein,22,0.5%
ia,Monona,2016,OTH, Other,20,0.4%
ia,Monona,2016,PEC,Evan McMullin,12,0.3%
ia,Monroe,2016,GOP,Donald Trump,"2,635",68.5%
ia,Monroe,2016,DEM,Hillary Clinton,"1,053",27.4%
ia,Monroe,2016,LIB,Gary Johnson,104,2.7%
ia,Monroe,2016,OTH, Other,25,0.7%
ia,Monroe,2016,PEC,Evan McMullin,14,0.4%
ia,Monroe,2016,GRN,Jill Stein,13,0.3%
ia,Montgomery,2016,GOP,Donald Trump,"3,431",68.6%
ia,Montgomery,2016,DEM,Hillary Clinton,"1,312",26.3%
ia,Montgomery,2016,LIB,Gary Johnson,152,3.0%
ia,Montgomery,2016,GRN,Jill Stein,38,0.8%
ia,Montgomery,2016,OTH, Other,38,0.8%
ia,Montgomery,2016,PEC,Evan McMullin,27,0.5%
ia,Muscatine,2016,GOP,Donald Trump,"9,549",50.0%
ia,Muscatine,2016,DEM,Hillary Clinton,"8,284",43.4%
ia,Muscatine,2016,LIB,Gary Johnson,741,3.9%
ia,Muscatine,2016,OTH, Other,196,1.0%
ia,Muscatine,2016,GRN,Jill Stein,180,0.9%
ia,Muscatine,2016,PEC,Evan McMullin,136,0.7%
ia,O'Brien,2016,GOP,Donald Trump,"5,735",78.0%
ia,O'Brien,2016,DEM,Hillary Clinton,"1,314",17.9%
ia,O'Brien,2016,LIB,Gary Johnson,195,2.7%
ia,O'Brien,2016,OTH, Other,47,0.6%
ia,O'Brien,2016,PEC,Evan McMullin,30,0.4%
ia,O'Brien,2016,GRN,Jill Stein,27,0.4%
ia,Osceola,2016,GOP,Donald Trump,"2,528",79.1%
ia,Osceola,2016,DEM,Hillary Clinton,552,17.3%
ia,Osceola,2016,LIB,Gary Johnson,73,2.3%
ia,Osceola,2016,PEC,Evan McMullin,20,0.6%
ia,Osceola,2016,OTH, Other,14,0.4%
ia,Osceola,2016,GRN,Jill Stein,10,0.3%
ia,Page,2016,GOP,Donald Trump,"4,875",70.0%
ia,Page,2016,DEM,Hillary Clinton,"1,801",25.8%
ia,Page,2016,LIB,Gary Johnson,174,2.5%
ia,Page,2016,OTH, Other,47,0.7%
ia,Page,2016,GRN,Jill Stein,37,0.5%
ia,Page,2016,PEC,Evan McMullin,34,0.5%
ia,Palo Alto,2016,GOP,Donald Trump,"3,079",65.9%
ia,Palo Alto,2016,DEM,Hillary Clinton,"1,395",29.8%
ia,Palo Alto,2016,LIB,Gary Johnson,131,2.8%
ia,Palo Alto,2016,OTH, Other,36,0.8%
ia,Palo Alto,2016,GRN,Jill Stein,20,0.4%
ia,Palo Alto,2016,PEC,Evan McMullin,13,0.3%
ia,Plymouth,2016,GOP,Donald Trump,"9,659",74.0%
ia,Plymouth,2016,DEM,Hillary Clinton,"2,878",22.0%
ia,Plymouth,2016,LIB,Gary Johnson,342,2.6%
ia,Plymouth,2016,PEC,Evan McMullin,70,0.5%
ia,Plymouth,2016,OTH, Other,56,0.4%
ia,Plymouth,2016,GRN,Jill Stein,52,0.4%
ia,Pocahontas,2016,GOP,Donald Trump,"2,692",70.3%
ia,Pocahontas,2016,DEM,Hillary Clinton,962,25.1%
ia,Pocahontas,2016,LIB,Gary Johnson,115,3.0%
ia,Pocahontas,2016,OTH, Other,34,0.9%
ia,Pocahontas,2016,GRN,Jill Stein,14,0.4%
ia,Pocahontas,2016,PEC,Evan McMullin,14,0.4%
ia,Polk,2016,DEM,Hillary Clinton,"119,671",52.4%
ia,Polk,2016,GOP,Donald Trump,"93,421",40.9%
ia,Polk,2016,LIB,Gary Johnson,"10,009",4.4%
ia,Polk,2016,PEC,Evan McMullin,"2,372",1.0%
ia,Polk,2016,GRN,Jill Stein,"1,734",0.8%
ia,Polk,2016,OTH, Other,"1,213",0.5%
ia,Pottawattamie,2016,GOP,Donald Trump,"24,441",57.9%
ia,Pottawattamie,2016,DEM,Hillary Clinton,"15,341",36.3%
ia,Pottawattamie,2016,LIB,Gary Johnson,"1,467",3.5%
ia,Pottawattamie,2016,OTH, Other,398,0.9%
ia,Pottawattamie,2016,GRN,Jill Stein,327,0.8%
ia,Pottawattamie,2016,PEC,Evan McMullin,252,0.6%
ia,Poweshiek,2016,GOP,Donald Trump,"4,936",50.9%
ia,Poweshiek,2016,DEM,Hillary Clinton,"4,272",44.1%
ia,Poweshiek,2016,LIB,Gary Johnson,281,2.9%
ia,Poweshiek,2016,OTH, Other,86,0.9%
ia,Poweshiek,2016,GRN,Jill Stein,72,0.7%
ia,Poweshiek,2016,PEC,Evan McMullin,46,0.5%
ia,Ringgold,2016,GOP,Donald Trump,"1,820",67.8%
ia,Ringgold,2016,DEM,Hillary Clinton,753,28.1%
ia,Ringgold,2016,LIB,Gary Johnson,72,2.7%
ia,Ringgold,2016,OTH, Other,24,0.9%
ia,Ringgold,2016,GRN,Jill Stein,8,0.3%
ia,Ringgold,2016,PEC,Evan McMullin,7,0.3%
ia,Sac,2016,GOP,Donald Trump,"3,692",71.6%
ia,Sac,2016,DEM,Hillary Clinton,"1,269",24.6%
ia,Sac,2016,LIB,Gary Johnson,129,2.5%
ia,Sac,2016,OTH, Other,30,0.6%
ia,Sac,2016,GRN,Jill Stein,23,0.4%
ia,Sac,2016,PEC,Evan McMullin,15,0.3%
ia,Scott,2016,DEM,Hillary Clinton,"40,302",47.5%
ia,Scott,2016,GOP,Donald Trump,"39,083",46.0%
ia,Scott,2016,LIB,Gary Johnson,"3,547",4.2%
ia,Scott,2016,GRN,Jill Stein,782,0.9%
ia,Scott,2016,PEC,Evan McMullin,641,0.8%
ia,Scott,2016,OTH, Other,523,0.6%
ia,Shelby,2016,GOP,Donald Trump,"4,340",69.2%
ia,Shelby,2016,DEM,Hillary Clinton,"1,649",26.3%
ia,Shelby,2016,LIB,Gary Johnson,174,2.8%
ia,Shelby,2016,OTH, Other,41,0.7%
ia,Shelby,2016,PEC,Evan McMullin,38,0.6%
ia,Shelby,2016,GRN,Jill Stein,28,0.4%
ia,Sioux,2016,GOP,Donald Trump,"14,761",82.1%
ia,Sioux,2016,DEM,Hillary Clinton,"2,289",12.7%
ia,Sioux,2016,LIB,Gary Johnson,431,2.4%
ia,Sioux,2016,PEC,Evan McMullin,351,2.0%
ia,Sioux,2016,OTH, Other,104,0.6%
ia,Sioux,2016,GRN,Jill Stein,53,0.3%
ia,Story,2016,DEM,Hillary Clinton,"25,085",51.3%
ia,Story,2016,GOP,Donald Trump,"19,111",39.1%
ia,Story,2016,LIB,Gary Johnson,"2,963",6.1%
ia,Story,2016,PEC,Evan McMullin,"1,037",2.1%
ia,Story,2016,GRN,Jill Stein,475,1.0%
ia,Story,2016,OTH, Other,239,0.5%
ia,Tama,2016,GOP,Donald Trump,"4,968",57.5%
ia,Tama,2016,DEM,Hillary Clinton,"3,194",37.0%
ia,Tama,2016,LIB,Gary Johnson,244,2.8%
ia,Tama,2016,OTH, Other,107,1.2%
ia,Tama,2016,GRN,Jill Stein,79,0.9%
ia,Tama,2016,PEC,Evan McMullin,44,0.5%
ia,Taylor,2016,GOP,Donald Trump,"2,108",70.2%
ia,Taylor,2016,DEM,Hillary Clinton,755,25.1%
ia,Taylor,2016,LIB,Gary Johnson,97,3.2%
ia,Taylor,2016,OTH, Other,21,0.7%
ia,Taylor,2016,PEC,Evan McMullin,12,0.4%
ia,Taylor,2016,GRN,Jill Stein,10,0.3%
ia,Union,2016,GOP,Donald Trump,"3,521",61.0%
ia,Union,2016,DEM,Hillary Clinton,"1,920",33.3%
ia,Union,2016,LIB,Gary Johnson,212,3.7%
ia,Union,2016,GRN,Jill Stein,52,0.9%
ia,Union,2016,OTH, Other,45,0.8%
ia,Union,2016,PEC,Evan McMullin,18,0.3%
ia,Van Buren,2016,GOP,Donald Trump,"2,524",71.6%
ia,Van Buren,2016,DEM,Hillary Clinton,843,23.9%
ia,Van Buren,2016,LIB,Gary Johnson,83,2.4%
ia,Van Buren,2016,OTH, Other,34,1.0%
ia,Van Buren,2016,PEC,Evan McMullin,23,0.7%
ia,Van Buren,2016,GRN,Jill Stein,19,0.5%
ia,Wapello,2016,GOP,Donald Trump,"8,710",58.1%
ia,Wapello,2016,DEM,Hillary Clinton,"5,591",37.3%
ia,Wapello,2016,LIB,Gary Johnson,380,2.5%
ia,Wapello,2016,OTH, Other,129,0.9%
ia,Wapello,2016,GRN,Jill Stein,121,0.8%
ia,Wapello,2016,PEC,Evan McMullin,65,0.4%
ia,Warren,2016,GOP,Donald Trump,"14,773",54.9%
