"state","county","year","party","candidate","votes","pct"
"TX","Robertson",2004,"DEM","John Kerry",2977,44.1
"TX","Robertson",2004,"GRN","Ralph Nader",NA,NA
"TX","Rockwall",2004,"REP","George Bush",20111,79.1
"TX","Rockwall",2004,"DEM","John Kerry",5318,20.9
"TX","Rockwall",2004,"GRN","Ralph Nader",NA,NA
"TX","Runnels",2004,"REP","George Bush",3238,80.4
"TX","Runnels",2004,"DEM","John Kerry",787,19.6
"TX","Runnels",2004,"GRN","Ralph Nader",NA,NA
"TX","Rusk",2004,"REP","George Bush",13386,73.2
"TX","Rusk",2004,"DEM","John Kerry",4895,26.8
"TX","Rusk",2004,"GRN","Ralph Nader",NA,NA
"TX","Sabine",2004,"REP","George Bush",3134,68
"TX","Sabine",2004,"DEM","John Kerry",1476,32
"TX","Sabine",2004,"GRN","Ralph Nader",NA,NA
"TX","San Augustine",2004,"REP","George Bush",2231,59.7
"TX","San Augustine",2004,"DEM","John Kerry",1506,40.3
"TX","San Augustine",2004,"GRN","Ralph Nader",NA,NA
"TX","San Jacinto",2004,"REP","George Bush",5391,66.7
"TX","San Jacinto",2004,"DEM","John Kerry",2688,33.3
"TX","San Jacinto",2004,"GRN","Ralph Nader",NA,NA
"TX","San Patricio",2004,"REP","George Bush",13464,63.4
"TX","San Patricio",2004,"DEM","John Kerry",7758,36.6
"TX","San Patricio",2004,"GRN","Ralph Nader",NA,NA
"TX","San Saba",2004,"REP","George Bush",1814,80.3
"TX","San Saba",2004,"DEM","John Kerry",446,19.7
"TX","San Saba",2004,"GRN","Ralph Nader",NA,NA
"TX","Schleicher",2004,"REP","George Bush",1011,76.4
"TX","Schleicher",2004,"DEM","John Kerry",312,23.6
"TX","Schleicher",2004,"GRN","Ralph Nader",NA,NA
"TX","Scurry",2004,"REP","George Bush",4576,82.3
"TX","Scurry",2004,"DEM","John Kerry",981,17.7
"TX","Scurry",2004,"GRN","Ralph Nader",NA,NA
"TX","Shackelford",2004,"REP","George Bush",1281,85.2
"TX","Shackelford",2004,"DEM","John Kerry",222,14.8
"TX","Shackelford",2004,"GRN","Ralph Nader",NA,NA
"TX","Shelby",2004,"REP","George Bush",6287,68.1
"TX","Shelby",2004,"DEM","John Kerry",2943,31.9
"TX","Shelby",2004,"GRN","Ralph Nader",NA,NA
"TX","Sherman",2004,"REP","George Bush",942,88.6
"TX","Sherman",2004,"DEM","John Kerry",121,11.4
"TX","Sherman",2004,"GRN","Ralph Nader",NA,NA
"TX","Smith",2004,"REP","George Bush",53321,72.8
"TX","Smith",2004,"DEM","John Kerry",19937,27.2
"TX","Smith",2004,"GRN","Ralph Nader",NA,NA
"TX","Somervell",2004,"REP","George Bush",2692,76.5
"TX","Somervell",2004,"DEM","John Kerry",827,23.5
"TX","Somervell",2004,"GRN","Ralph Nader",NA,NA
"TX","Starr",2004,"DEM","John Kerry",7199,73.8
"TX","Starr",2004,"REP","George Bush",2552,26.2
"TX","Starr",2004,"GRN","Ralph Nader",NA,NA
"TX","Stephens",2004,"REP","George Bush",2803,79.9
"TX","Stephens",2004,"DEM","John Kerry",703,20.1
"TX","Stephens",2004,"GRN","Ralph Nader",NA,NA
"TX","Sterling",2004,"REP","George Bush",544,87.7
"TX","Sterling",2004,"DEM","John Kerry",76,12.3
"TX","Sterling",2004,"GRN","Ralph Nader",NA,NA
"TX","Stonewall",2004,"REP","George Bush",356,58.5
"TX","Stonewall",2004,"DEM","John Kerry",253,41.5
"TX","Stonewall",2004,"GRN","Ralph Nader",NA,NA
"TX","Sutton",2004,"REP","George Bush",1173,80.7
"TX","Sutton",2004,"DEM","John Kerry",280,19.3
"TX","Sutton",2004,"GRN","Ralph Nader",NA,NA
"TX","Swisher",2004,"REP","George Bush",916,69.2
"TX","Swisher",2004,"DEM","John Kerry",407,30.8
"TX","Swisher",2004,"GRN","Ralph Nader",NA,NA
"TX","Tarrant",2004,"REP","George Bush",349294,62.8
"TX","Tarrant",2004,"DEM","John Kerry",207184,37.2
"TX","Tarrant",2004,"GRN","Ralph Nader",NA,NA
"TX","Taylor",2004,"REP","George Bush",37191,77.7
"TX","Taylor",2004,"DEM","John Kerry",10645,22.3
"TX","Taylor",2004,"GRN","Ralph Nader",NA,NA
"TX","Terrell",2004,"REP","George Bush",306,65.8
"TX","Terrell",2004,"DEM","John Kerry",159,34.2
"TX","Terrell",2004,"GRN","Ralph Nader",NA,NA
"TX","Terry",2004,"REP","George Bush",3166,79.9
"TX","Terry",2004,"DEM","John Kerry",794,20.1
"TX","Terry",2004,"GRN","Ralph Nader",NA,NA
"TX","Throckmorton",2004,"REP","George Bush",656,76.5
"TX","Throckmorton",2004,"DEM","John Kerry",202,23.5
"TX","Throckmorton",2004,"GRN","Ralph Nader",NA,NA
"TX","Titus",2004,"REP","George Bush",5704,64.3
"TX","Titus",2004,"DEM","John Kerry",3173,35.7
"TX","Titus",2004,"GRN","Ralph Nader",NA,NA
"TX","Tom Green",2004,"REP","George Bush",28087,75.8
"TX","Tom Green",2004,"DEM","John Kerry",8971,24.2
"TX","Tom Green",2004,"GRN","Ralph Nader",NA,NA
"TX","Travis",2004,"DEM","John Kerry",196780,57.1
"TX","Travis",2004,"REP","George Bush",147625,42.9
"TX","Travis",2004,"GRN","Ralph Nader",NA,NA
"TX","Trinity",2004,"REP","George Bush",3983,64.4
"TX","Trinity",2004,"DEM","John Kerry",2204,35.6
"TX","Trinity",2004,"GRN","Ralph Nader",NA,NA
"TX","Tyler",2004,"REP","George Bush",5012,65.5
"TX","Tyler",2004,"DEM","John Kerry",2645,34.5
"TX","Tyler",2004,"GRN","Ralph Nader",NA,NA
"TX","Upshur",2004,"REP","George Bush",10222,70.8
"TX","Upshur",2004,"DEM","John Kerry",4218,29.2
"TX","Upshur",2004,"GRN","Ralph Nader",NA,NA
"TX","Upton",2004,"REP","George Bush",1008,84.5
"TX","Upton",2004,"DEM","John Kerry",185,15.5
"TX","Upton",2004,"GRN","Ralph Nader",NA,NA
"TX","Uvalde",2004,"REP","George Bush",5147,61
"TX","Uvalde",2004,"DEM","John Kerry",3297,39
"TX","Uvalde",2004,"GRN","Ralph Nader",NA,NA
"TX","Val Verde",2004,"REP","George Bush",6923,59.3
"TX","Val Verde",2004,"DEM","John Kerry",4750,40.7
"TX","Val Verde",2004,"GRN","Ralph Nader",NA,NA
"TX","Van Zandt",2004,"REP","George Bush",14966,75.6
"TX","Van Zandt",2004,"DEM","John Kerry",4820,24.4
"TX","Van Zandt",2004,"GRN","Ralph Nader",NA,NA
"TX","Victoria",2004,"REP","George Bush",20860,70.9
"TX","Victoria",2004,"DEM","John Kerry",8552,29.1
"TX","Victoria",2004,"GRN","Ralph Nader",NA,NA
"TX","Walker",2004,"REP","George Bush",11692,66.2
"TX","Walker",2004,"DEM","John Kerry",5966,33.8
"TX","Walker",2004,"GRN","Ralph Nader",NA,NA
"TX","Waller",2004,"REP","George Bush",7680,55.6
"TX","Waller",2004,"DEM","John Kerry",6145,44.4
"TX","Waller",2004,"GRN","Ralph Nader",NA,NA
"TX","Ward",2004,"REP","George Bush",2855,76
"TX","Ward",2004,"DEM","John Kerry",901,24
"TX","Ward",2004,"GRN","Ralph Nader",NA,NA
"TX","Washington",2004,"REP","George Bush",9590,73.9
"TX","Washington",2004,"DEM","John Kerry",3387,26.1
"TX","Washington",2004,"GRN","Ralph Nader",NA,NA
"TX","Webb",2004,"DEM","John Kerry",23636,57.1
"TX","Webb",2004,"REP","George Bush",17733,42.9
"TX","Webb",2004,"GRN","Ralph Nader",NA,NA
"TX","Wharton",2004,"REP","George Bush",9288,66.4
"TX","Wharton",2004,"DEM","John Kerry",4702,33.6
"TX","Wharton",2004,"GRN","Ralph Nader",NA,NA
"TX","Wheeler",2004,"REP","George Bush",1953,82.7
"TX","Wheeler",2004,"DEM","John Kerry",408,17.3
"TX","Wheeler",2004,"GRN","Ralph Nader",NA,NA
"TX","Wichita",2004,"REP","George Bush",32472,71.7
"TX","Wichita",2004,"DEM","John Kerry",12819,28.3
"TX","Wichita",2004,"GRN","Ralph Nader",NA,NA
"TX","Wilbarger",2004,"REP","George Bush",3685,74.2
"TX","Wilbarger",2004,"DEM","John Kerry",1284,25.8
"TX","Wilbarger",2004,"GRN","Ralph Nader",NA,NA
"TX","Willacy",2004,"DEM","John Kerry",4843,61.9
"TX","Willacy",2004,"REP","George Bush",2980,38.1
"TX","Willacy",2004,"GRN","Ralph Nader",NA,NA
"TX","Williamson",2004,"REP","George Bush",83079,65.9
"TX","Williamson",2004,"DEM","John Kerry",42986,34.1
"TX","Williamson",2004,"GRN","Ralph Nader",NA,NA
"TX","Wilson",2004,"REP","George Bush",10379,70.2
"TX","Wilson",2004,"DEM","John Kerry",4404,29.8
"TX","Wilson",2004,"GRN","Ralph Nader",NA,NA
"TX","Winkler",2004,"REP","George Bush",1601,80.4
"TX","Winkler",2004,"DEM","John Kerry",391,19.6
"TX","Winkler",2004,"GRN","Ralph Nader",NA,NA
"TX","Wise",2004,"REP","George Bush",15162,76
"TX","Wise",2004,"DEM","John Kerry",4776,24
"TX","Wise",2004,"GRN","Ralph Nader",NA,NA
"TX","Wood",2004,"REP","George Bush",12826,76.1
"TX","Wood",2004,"DEM","John Kerry",4030,23.9
"TX","Wood",2004,"GRN","Ralph Nader",NA,NA
"TX","Yoakum",2004,"REP","George Bush",2228,85.6
"TX","Yoakum",2004,"DEM","John Kerry",376,14.4
"TX","Yoakum",2004,"GRN","Ralph Nader",NA,NA
"TX","Young",2004,"REP","George Bush",5856,79.6
"TX","Young",2004,"DEM","John Kerry",1505,20.4
"TX","Young",2004,"GRN","Ralph Nader",NA,NA
"TX","Zapata",2004,"DEM","John Kerry",1661,57.5
"TX","Zapata",2004,"REP","George Bush",1228,42.5
"TX","Zapata",2004,"GRN","Ralph Nader",NA,NA
"TX","Zavala",2004,"DEM","John Kerry",2332,75
"TX","Zavala",2004,"REP","George Bush",777,25
"UT","Beaver",2004,"REP","George Bush",1975,79.9
"UT","Beaver",2004,"DEM","John Kerry",486,19.7
"UT","Beaver",2004,"GRN","Ralph Nader",12,0.5
"UT","Box Elder",2004,"REP","George Bush",15244,86.8
"UT","Box Elder",2004,"DEM","John Kerry",2169,12.4
"UT","Box Elder",2004,"GRN","Ralph Nader",142,0.8
"UT","Cache",2004,"REP","George Bush",31379,82.8
"UT","Cache",2004,"DEM","John Kerry",6131,16.2
"UT","Cache",2004,"GRN","Ralph Nader",388,1
"UT","Carbon",2004,"REP","George Bush",4856,58.4
"UT","Carbon",2004,"DEM","John Kerry",3378,40.6
"UT","Carbon",2004,"GRN","Ralph Nader",82,1
"UT","Daggett",2004,"REP","George Bush",376,77
"UT","Daggett",2004,"DEM","John Kerry",106,21.7
"UT","Daggett",2004,"GRN","Ralph Nader",6,1.2
"UT","Davis",2004,"REP","George Bush",84390,79.8
"UT","Davis",2004,"DEM","John Kerry",20384,19.3
"UT","Davis",2004,"GRN","Ralph Nader",1023,1
"UT","Duchesne",2004,"REP","George Bush",4590,86.3
"UT","Duchesne",2004,"DEM","John Kerry",707,13.3
"UT","Duchesne",2004,"GRN","Ralph Nader",24,0.5
"UT","Emery",2004,"REP","George Bush",3772,81.5
"UT","Emery",2004,"DEM","John Kerry",830,17.9
"UT","Emery",2004,"GRN","Ralph Nader",25,0.5
"UT","Garfield",2004,"REP","George Bush",1839,86.7
"UT","Garfield",2004,"DEM","John Kerry",260,12.3
"UT","Garfield",2004,"GRN","Ralph Nader",22,1
"UT","Grand",2004,"REP","George Bush",2073,52.3
"UT","Grand",2004,"DEM","John Kerry",1782,44.9
"UT","Grand",2004,"GRN","Ralph Nader",112,2.8
"UT","Iron",2004,"REP","George Bush",12422,84.3
"UT","Iron",2004,"DEM","John Kerry",2208,15
"UT","Iron",2004,"GRN","Ralph Nader",103,0.7
"UT","Juab",2004,"REP","George Bush",2659,81.1
"UT","Juab",2004,"DEM","John Kerry",601,18.3
"UT","Juab",2004,"GRN","Ralph Nader",20,0.6
"UT","Kane",2004,"REP","George Bush",2325,80.5
"UT","Kane",2004,"DEM","John Kerry",540,18.7
"UT","Kane",2004,"GRN","Ralph Nader",24,0.8
"UT","Millard",2004,"REP","George Bush",3905,86.3
"UT","Millard",2004,"DEM","John Kerry",591,13.1
"UT","Millard",2004,"GRN","Ralph Nader",27,0.6
"UT","Morgan",2004,"REP","George Bush",3252,86.8
"UT","Morgan",2004,"DEM","John Kerry",468,12.5
"UT","Morgan",2004,"GRN","Ralph Nader",25,0.7
"UT","Piute",2004,"REP","George Bush",642,83.6
"UT","Piute",2004,"DEM","John Kerry",123,16
"UT","Piute",2004,"GRN","Ralph Nader",3,0.4
"UT","Rich",2004,"REP","George Bush",895,89
"UT","Rich",2004,"DEM","John Kerry",106,10.5
"UT","Rich",2004,"GRN","Ralph Nader",5,0.5
"UT","Salt Lake",2004,"REP","George Bush",209162,60.5
"UT","Salt Lake",2004,"DEM","John Kerry",131057,37.9
"UT","Salt Lake",2004,"GRN","Ralph Nader",5786,1.7
"UT","San Juan",2004,"REP","George Bush",2908,60.9
"UT","San Juan",2004,"DEM","John Kerry",1838,38.5
"UT","San Juan",2004,"GRN","Ralph Nader",28,0.6
"UT","Sanpete",2004,"REP","George Bush",6866,85
"UT","Sanpete",2004,"DEM","John Kerry",1158,14.3
"UT","Sanpete",2004,"GRN","Ralph Nader",56,0.7
"UT","Sevier",2004,"REP","George Bush",6458,87.3
"UT","Sevier",2004,"DEM","John Kerry",902,12.2
"UT","Sevier",2004,"GRN","Ralph Nader",37,0.5
"UT","Summit",2004,"REP","George Bush",7731,52.4
"UT","Summit",2004,"DEM","John Kerry",6754,45.8
"UT","Summit",2004,"GRN","Ralph Nader",256,1.7
"UT","Tooele",2004,"REP","George Bush",11751,73.9
"UT","Tooele",2004,"DEM","John Kerry",4010,25.2
"UT","Tooele",2004,"GRN","Ralph Nader",143,0.9
"UT","Uintah",2004,"REP","George Bush",8378,86.6
"UT","Uintah",2004,"DEM","John Kerry",1251,12.9
"UT","Uintah",2004,"GRN","Ralph Nader",42,0.4
"UT","Utah",2004,"REP","George Bush",95039,87.9
"UT","Utah",2004,"DEM","John Kerry",11893,11
"UT","Utah",2004,"GRN","Ralph Nader",1221,1.1
"UT","Wasatch",2004,"REP","George Bush",5392,74.1
"UT","Wasatch",2004,"DEM","John Kerry",1825,25.1
"UT","Wasatch",2004,"GRN","Ralph Nader",60,0.8
"UT","Washington",2004,"REP","George Bush",31747,82.7
"UT","Washington",2004,"DEM","John Kerry",6371,16.6
"UT","Washington",2004,"GRN","Ralph Nader",273,0.7
"UT","Wayne",2004,"REP","George Bush",1059,78.6
"UT","Wayne",2004,"DEM","John Kerry",278,20.6
"UT","Wayne",2004,"GRN","Ralph Nader",10,0.7
"UT","Weber",2004,"REP","George Bush",49538,71.3
"UT","Weber",2004,"DEM","John Kerry",19079,27.5
"VA","Accomack",2004,"REP","George Bush",7724,58.3
"VA","Accomack",2004,"DEM","John Kerry",5517,41.7
"VA","Accomack",2004,"GRN","Ralph Nader",NA,NA
"VA","Albemarle",2004,"DEM","John Kerry",22069,51
"VA","Albemarle",2004,"REP","George Bush",21180,49
"VA","Albemarle",2004,"GRN","Ralph Nader",NA,NA
"VA","Alexandria",2004,"DEM","John Kerry",40807,67.4
"VA","Alexandria",2004,"REP","George Bush",19764,32.6
"VA","Alexandria",2004,"GRN","Ralph Nader",NA,NA
"VA","Alleghany",2004,"REP","George Bush",3953,55.3
"VA","Alleghany",2004,"DEM","John Kerry",3199,44.7
"VA","Alleghany",2004,"GRN","Ralph Nader",NA,NA
"VA","Amelia",2004,"REP","George Bush",3499,65.3
"VA","Amelia",2004,"DEM","John Kerry",1862,34.7
"VA","Amelia",2004,"GRN","Ralph Nader",NA,NA
"VA","Amherst",2004,"REP","George Bush",7756,61.5
"VA","Amherst",2004,"DEM","John Kerry",4864,38.5
"VA","Amherst",2004,"GRN","Ralph Nader",NA,NA
"VA","Appomattox",2004,"REP","George Bush",4366,66.8
"VA","Appomattox",2004,"DEM","John Kerry",2171,33.2
"VA","Appomattox",2004,"GRN","Ralph Nader",NA,NA
"VA","Arlington",2004,"DEM","John Kerry",63705,68.3
"VA","Arlington",2004,"REP","George Bush",29545,31.7
"VA","Arlington",2004,"GRN","Ralph Nader",NA,NA
"VA","Augusta",2004,"REP","George Bush",22099,75.9
"VA","Augusta",2004,"DEM","John Kerry",7019,24.1
"VA","Augusta",2004,"GRN","Ralph Nader",NA,NA
"VA","Bath",2004,"REP","George Bush",1419,63.4
"VA","Bath",2004,"DEM","John Kerry",820,36.6
"VA","Bath",2004,"GRN","Ralph Nader",NA,NA
"VA","Bedford",2004,"REP","George Bush",1470,58.5
"VA","Bedford",2004,"DEM","John Kerry",1042,41.5
"VA","Bedford",2004,"GRN","Ralph Nader",NA,NA
"VA","Bedford Co.",2004,"REP","George Bush",21921,70.8
"VA","Bedford Co.",2004,"DEM","John Kerry",9050,29.2
"VA","Bedford Co.",2004,"GRN","Ralph Nader",NA,NA
"VA","Bland",2004,"REP","George Bush",1962,69.9
"VA","Bland",2004,"DEM","John Kerry",846,30.1
"VA","Bland",2004,"GRN","Ralph Nader",NA,NA
"VA","Botetourt",2004,"REP","George Bush",10865,69.4
"VA","Botetourt",2004,"DEM","John Kerry",4801,30.6
"VA","Botetourt",2004,"GRN","Ralph Nader",NA,NA
"VA","Bristol",2004,"REP","George Bush",4273,64
"VA","Bristol",2004,"DEM","John Kerry",2399,36
"VA","Bristol",2004,"GRN","Ralph Nader",NA,NA
"VA","Brunswick",2004,"DEM","John Kerry",4062,58.8
"VA","Brunswick",2004,"REP","George Bush",2852,41.2
"VA","Brunswick",2004,"GRN","Ralph Nader",NA,NA
"VA","Buchanan",2004,"DEM","John Kerry",5267,54.5
"VA","Buchanan",2004,"REP","George Bush",4401,45.5
"VA","Buchanan",2004,"GRN","Ralph Nader",NA,NA
"VA","Buckingham",2004,"REP","George Bush",3185,53.2
"VA","Buckingham",2004,"DEM","John Kerry",2807,46.8
"VA","Buckingham",2004,"GRN","Ralph Nader",NA,NA
"VA","Buena Vista",2004,"REP","George Bush",1447,60.7
"VA","Buena Vista",2004,"DEM","John Kerry",936,39.3
"VA","Buena Vista",2004,"GRN","Ralph Nader",NA,NA
"VA","Campbell",2004,"REP","George Bush",15874,69.8
"VA","Campbell",2004,"DEM","John Kerry",6862,30.2
"VA","Campbell",2004,"GRN","Ralph Nader",NA,NA
"VA","Caroline",2004,"REP","George Bush",4968,50.6
"VA","Caroline",2004,"DEM","John Kerry",4848,49.4
"VA","Caroline",2004,"GRN","Ralph Nader",NA,NA
"VA","Carroll",2004,"REP","George Bush",7751,67.9
"VA","Carroll",2004,"DEM","John Kerry",3661,32.1
"VA","Carroll",2004,"GRN","Ralph Nader",NA,NA
"VA","Charles City",2004,"DEM","John Kerry",2155,63.2
"VA","Charles City",2004,"REP","George Bush",1254,36.8
"VA","Charles City",2004,"GRN","Ralph Nader",NA,NA
"VA","Charlotte",2004,"REP","George Bush",3165,58.8
"VA","Charlotte",2004,"DEM","John Kerry",2220,41.2
"VA","Charlotte",2004,"GRN","Ralph Nader",NA,NA
"VA","Charlottesville",2004,"DEM","John Kerry",11015,72.6
"VA","Charlottesville",2004,"REP","George Bush",4155,27.4
"VA","Charlottesville",2004,"GRN","Ralph Nader",NA,NA
"VA","Chesapeake",2004,"REP","George Bush",51913,57.5
"VA","Chesapeake",2004,"DEM","John Kerry",38442,42.5
"VA","Chesapeake",2004,"GRN","Ralph Nader",NA,NA
"VA","Chesterfield",2004,"REP","George Bush",78912,63
"VA","Chesterfield",2004,"DEM","John Kerry",46372,37
"VA","Chesterfield",2004,"GRN","Ralph Nader",NA,NA
"VA","Clarke",2004,"REP","George Bush",3741,58.1
"VA","Clarke",2004,"DEM","John Kerry",2699,41.9
"VA","Clarke",2004,"GRN","Ralph Nader",NA,NA
"VA","Colonial Heights",2004,"REP","George Bush",6127,74.8
"VA","Colonial Heights",2004,"DEM","John Kerry",2061,25.2
"VA","Colonial Heights",2004,"GRN","Ralph Nader",NA,NA
"VA","Covington",2004,"DEM","John Kerry",1179,51.6
"VA","Covington",2004,"REP","George Bush",1104,48.4
"VA","Covington",2004,"GRN","Ralph Nader",NA,NA
"VA","Craig",2004,"REP","George Bush",1689,65.4
"VA","Craig",2004,"DEM","John Kerry",894,34.6
"VA","Craig",2004,"GRN","Ralph Nader",NA,NA
"VA","Culpeper",2004,"REP","George Bush",9635,64.9
"VA","Culpeper",2004,"DEM","John Kerry",5218,35.1
"VA","Culpeper",2004,"GRN","Ralph Nader",NA,NA
"VA","Cumberland",2004,"REP","George Bush",2377,58
"VA","Cumberland",2004,"DEM","John Kerry",1721,42
"VA","Cumberland",2004,"GRN","Ralph Nader",NA,NA
"VA","Danville",2004,"DEM","John Kerry",9435,50.1
"VA","Danville",2004,"REP","George Bush",9399,49.9
"VA","Danville",2004,"GRN","Ralph Nader",NA,NA
"VA","Dickenson",2004,"DEM","John Kerry",3760,51.2
"VA","Dickenson",2004,"REP","George Bush",3587,48.8
"VA","Dickenson",2004,"GRN","Ralph Nader",NA,NA
"VA","Dinwiddie",2004,"REP","George Bush",6193,57.5
"VA","Dinwiddie",2004,"DEM","John Kerry",4569,42.5
"VA","Dinwiddie",2004,"GRN","Ralph Nader",NA,NA
"VA","Emporia",2004,"DEM","John Kerry",1247,56.2
"VA","Emporia",2004,"REP","George Bush",970,43.8
"VA","Emporia",2004,"GRN","Ralph Nader",NA,NA
"VA","Essex",2004,"REP","George Bush",2304,53.4
"VA","Essex",2004,"DEM","John Kerry",2007,46.6
"VA","Essex",2004,"GRN","Ralph Nader",NA,NA
"VA","Fairfax",2004,"DEM","John Kerry",5393,51.7
"VA","Fairfax",2004,"REP","George Bush",5042,48.3
"VA","Fairfax",2004,"GRN","Ralph Nader",NA,NA
"VA","Fairfax Co.",2004,"DEM","John Kerry",215223,53.2
"VA","Fairfax Co.",2004,"REP","George Bush",189371,46.8
"VA","Fairfax Co.",2004,"GRN","Ralph Nader",NA,NA
"VA","Falls Church",2004,"DEM","John Kerry",3937,65.5
"VA","Falls Church",2004,"REP","George Bush",2072,34.5
"VA","Falls Church",2004,"GRN","Ralph Nader",NA,NA
"VA","Fauquier",2004,"REP","George Bush",17713,64.3
"VA","Fauquier",2004,"DEM","John Kerry",9830,35.7
"VA","Fauquier",2004,"GRN","Ralph Nader",NA,NA
"VA","Floyd",2004,"REP","George Bush",4162,62.6
"VA","Floyd",2004,"DEM","John Kerry",2487,37.4
"VA","Floyd",2004,"GRN","Ralph Nader",NA,NA
"VA","Fluvanna",2004,"REP","George Bush",6456,59.4
"VA","Fluvanna",2004,"DEM","John Kerry",4413,40.6
"VA","Fluvanna",2004,"GRN","Ralph Nader",NA,NA
"VA","Franklin",2004,"DEM","John Kerry",1909,54.2
"VA","Franklin",2004,"REP","George Bush",1611,45.8
"VA","Franklin",2004,"GRN","Ralph Nader",NA,NA
"VA","Franklin Co.",2004,"REP","George Bush",14048,63.7
"VA","Franklin Co.",2004,"DEM","John Kerry",8001,36.3
"VA","Franklin Co.",2004,"GRN","Ralph Nader",NA,NA
"VA","Frederick",2004,"REP","George Bush",19375,68.6
"VA","Frederick",2004,"DEM","John Kerry",8848,31.4
"VA","Frederick",2004,"GRN","Ralph Nader",NA,NA
"VA","Fredericksburg",2004,"DEM","John Kerry",4075,54.6
"VA","Fredericksburg",2004,"REP","George Bush",3383,45.4
"VA","Fredericksburg",2004,"GRN","Ralph Nader",NA,NA
"VA","Galax",2004,"REP","George Bush",1336,57.5
"VA","Galax",2004,"DEM","John Kerry",986,42.5
"VA","Galax",2004,"GRN","Ralph Nader",NA,NA
"VA","Giles",2004,"REP","George Bush",4319,58.6
"VA","Giles",2004,"DEM","John Kerry",3046,41.4
"VA","Giles",2004,"GRN","Ralph Nader",NA,NA
"VA","Gloucester",2004,"REP","George Bush",11080,68.5
"VA","Gloucester",2004,"DEM","John Kerry",5103,31.5
"VA","Gloucester",2004,"GRN","Ralph Nader",NA,NA
"VA","Goochland",2004,"REP","George Bush",6665,65
"VA","Goochland",2004,"DEM","John Kerry",3583,35
"VA","Goochland",2004,"GRN","Ralph Nader",NA,NA
"VA","Grayson",2004,"REP","George Bush",4655,65.7
"VA","Grayson",2004,"DEM","John Kerry",2430,34.3
"VA","Grayson",2004,"GRN","Ralph Nader",NA,NA
"VA","Greene",2004,"REP","George Bush",4570,67.1
"VA","Greene",2004,"DEM","John Kerry",2240,32.9
"VA","Greene",2004,"GRN","Ralph Nader",NA,NA
"VA","Greensville",2004,"DEM","John Kerry",2599,60.2
"VA","Greensville",2004,"REP","George Bush",1715,39.8
"VA","Greensville",2004,"GRN","Ralph Nader",NA,NA
"VA","Halifax",2004,"REP","George Bush",8358,57.3
"VA","Halifax",2004,"DEM","John Kerry",6220,42.7
"VA","Halifax",2004,"GRN","Ralph Nader",NA,NA
"VA","Hampton",2004,"DEM","John Kerry",31750,58
"VA","Hampton",2004,"REP","George Bush",23008,42
"VA","Hampton",2004,"GRN","Ralph Nader",NA,NA
"VA","Hanover",2004,"REP","George Bush",35398,71.8
"VA","Hanover",2004,"DEM","John Kerry",13911,28.2
"VA","Hanover",2004,"GRN","Ralph Nader",NA,NA
"VA","Harrisonburg",2004,"REP","George Bush",5815,57
"VA","Harrisonburg",2004,"DEM","John Kerry",4390,43
"VA","Harrisonburg",2004,"GRN","Ralph Nader",NA,NA
"VA","Henrico",2004,"REP","George Bush",71264,54
"VA","Henrico",2004,"DEM","John Kerry",60813,46
"VA","Henrico",2004,"GRN","Ralph Nader",NA,NA
"VA","Henry",2004,"REP","George Bush",13358,57.6
"VA","Henry",2004,"DEM","John Kerry",9846,42.4
"VA","Henry",2004,"GRN","Ralph Nader",NA,NA
"VA","Highland",2004,"REP","George Bush",982,65.3
"VA","Highland",2004,"DEM","John Kerry",522,34.7
"VA","Highland",2004,"GRN","Ralph Nader",NA,NA
"VA","Hopewell",2004,"REP","George Bush",4250,54.3
"VA","Hopewell",2004,"DEM","John Kerry",3572,45.7
"VA","Hopewell",2004,"GRN","Ralph Nader",NA,NA
"VA","Isle of Wight",2004,"REP","George Bush",9933,62.9
"VA","Isle of Wight",2004,"DEM","John Kerry",5870,37.1
"VA","Isle of Wight",2004,"GRN","Ralph Nader",NA,NA
"VA","James City",2004,"REP","George Bush",17323,61.4
"VA","James City",2004,"DEM","John Kerry",10893,38.6
"VA","James City",2004,"GRN","Ralph Nader",NA,NA
"VA","King and Queen",2004,"REP","George Bush",1737,53.6
"VA","King and Queen",2004,"DEM","John Kerry",1505,46.4
"VA","King and Queen",2004,"GRN","Ralph Nader",NA,NA
"VA","King George",2004,"REP","George Bush",5144,65.3
"VA","King George",2004,"DEM","John Kerry",2739,34.7
"VA","King George",2004,"GRN","Ralph Nader",NA,NA
